K2 ID,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products
211014883,KTWO211014883-C04,4,STAR,6,03 43 47.482,+23 12 42.45,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091_GO4104,20.800,1.500,-40.500,1.500,,,,,11.447,0.085,10.459,0.052,10.964,0.040,10.350,0.020,10.037,0.030,,,9.034,0.024,8.682,0.026,8.552,0.018,10.315,gri,,1799-757-1,,567-007923,03434748+2312424,,2015-09-03 18:53:49,1.000,2.000e-4,1.000,87.892,83.228,79.050,15,2,50,,,19
211015258,KTWO211015258-C04,4,STAR,6,03 50 38.900,+23 13 02.82,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,12.600,3.900,-45.000,3.800,,,,,,,,,,,,,,,,,12.636,0.021,11.974,0.026,11.746,0.018,14.986,JHK,,,,567-008281,03503890+2313028,,2015-09-03 18:54:12,1.000,0.000,0.811,1088.905,975.149,853.609,15,1,49,,,19
211015308,KTWO211015308-C04,4,STAR,6,03 47 48.113,+23 13 05.09,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091,19.000,2.300,-45.200,2.400,,,,,11.800,0.134,11.307,0.131,11.478,0.060,10.915,0.030,10.674,0.030,,,9.760,0.020,9.436,0.022,9.324,0.017,10.915,gri,,1800-2170-1,,567-008123,03474811+2313053,,2015-09-03 19:35:43,0.983,0.017,1.000,99.463,95.990,91.264,15,1,49,,,19
211015348,KTWO211015348-C04,4,STAR,6,03 49 56.492,+23 13 07.05,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4064_GO4074,18.500,1.100,-43.800,1.100,,,,,10.699,0.055,10.266,0.050,10.563,0.020,10.090,0.070,9.917,0.040,,,9.145,0.021,8.854,0.018,8.796,0.018,10.111,gri,,1800-471-1,,567-008241,03495648+2313071,,2015-09-03 19:10:19,1.000,0.000,1.000,202.222,186.358,177.080,15,1,49,,,21
211015853,KTWO211015853-C04,4,STAR,6,03 43 24.535,+23 13 33.35,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4064_GO4091_GO4104,17.800,1.500,-41.000,1.500,,,,,11.353,0.077,10.659,0.064,10.887,0.040,10.368,0.030,10.073,0.030,,,9.101,0.019,8.722,0.017,8.655,0.018,10.317,gri,,1799-118-1,,567-007908,03432453+2313333,,2015-09-03 20:26:34,0.996,0.004,1.000,102.959,100.576,97.848,15,2,50,,,19
211015877,KTWO211015877-C04,4,STAR,6,03 47 07.343,+23 13 34.86,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4032_GO4048_GO4057_GO4060_GO4091,17.600,2.200,-47.800,2.500,,,,,14.858,0.090,13.676,0.080,14.307,0.070,13.168,0.040,12.617,0.070,,,11.155,0.021,10.511,0.025,10.364,0.018,13.124,gri,,,,567-008086,03470734+2313349,,2015-09-03 17:19:38,1.000,0.000,0.958,1275.770,1219.538,1170.500,15,1,49,,,19
211016037,KTWO211016037-C04,4,STAR,6,03 49 12.306,+23 13 42.05,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060_GO4091,19.500,3.200,-43.800,3.600,,,,,15.777,0.070,14.350,0.040,15.110,0.050,13.753,0.040,13.073,0.050,,,11.505,0.020,10.804,0.022,10.664,0.017,13.684,gri,,,,567-008204,03491230+2313421,,2015-09-03 19:04:46,1.000,1.000e-4,0.941,292.343,286.721,279.776,15,1,49,,,19
211016313,KTWO211016313-C04,4,STAR,6,03 32 07.861,+23 13 57.56,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.135,0.023,12.486,0.021,12.254,0.020,15.459,JHK,,,,,03320786+2313575,,2015-09-03 17:10:49,1.000,0.000,0.755,1796.213,1479.728,1208.625,20,3,71,,,19
211016654,KTWO211016654-C04,4,STAR,6,03 48 40.972,+23 14 17.67,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,12.859,0.024,12.285,0.030,12.049,0.021,14.950,JHK,,,,,03484097+2314176,,2015-09-03 17:55:20,1.000,1.000e-4,0.855,1653.695,1210.431,1029.522,15,1,49,,,19
211017407,KTWO211017407-C04,4,STAR,6,03 49 41.128,+23 14 59.62,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4048,,,,,,,,,,,,,,,,,,,,,13.997,0.026,13.383,0.030,13.063,0.030,16.461,JHK,,,,,03494112+2314596,,2015-09-03 20:35:21,1.000,0.000,0.637,3202.612,2623.130,1960.465,15,1,49,,,19
211017469,KTWO211017469-C04,4,STAR,6,03 46 57.097,+23 15 02.44,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4020_GO4024_GO4032_GO4048_GO4091,21.500,3.100,-43.500,3.500,,,,,,,,,,,,,,,,,12.009,0.021,11.341,0.024,11.136,0.018,14.308,JHK,,,,567-008078,03465709+2315025,,2015-09-03 20:26:01,1.000,0.000,0.895,663.345,667.364,629.324,15,1,49,,,19
211017570,KTWO211017570-C04,4,STAR,6,03 49 02.334,+23 15 08.84,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091_GO4104,19.500,3.400,-44.300,2.000,,,,,12.598,0.050,11.761,0.050,12.119,0.050,11.465,0.030,11.193,0.030,,,10.135,0.021,9.758,0.022,9.657,0.018,11.471,gri,,,,567-008191,03490232+2315088,,2015-09-03 18:15:19,1.000,1.000e-4,0.982,88.252,88.007,84.969,15,1,49,,,19
211018096,KTWO211018096-C04,4,STAR,6,03 48 43.895,+23 15 35.35,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4012_GO4018_GO4021_GO4024_GO4033_GO4035_GO4045_GO4048_GO4086,20.800,1.000,-43.400,1.000,,,,,8.665,0.019,8.369,0.016,,,,,,,,,7.758,0.024,7.700,0.021,7.631,0.017,8.376,BV,,1800-2129-1,,567-008174,03484389+2315354,,2015-09-03 17:23:51,1.000,2.000e-4,1.000,107.929,90.071,74.598,15,1,49,,,19
211018106,KTWO211018106-C04,4,STAR,6,03 41 25.955,+23 15 36.12,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.646,0.025,13.082,0.030,12.822,0.024,15.784,JHK,,,,,03412595+2315361,,2015-09-03 18:44:40,1.000,3.000e-4,0.716,1935.800,1672.660,1464.503,15,2,50,,,19
211018285,KTWO211018285-C04,4,STAR,6,03 36 52.528,+23 15 45.26,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4020_GO4024_GO4032_GO4048_GO4060,18.200,3.600,-41.800,2.800,,,,,14.883,0.051,13.707,0.034,14.264,0.035,13.268,0.042,12.764,0.020,,,11.384,0.021,10.758,0.024,10.625,0.018,13.214,gri,,,,567-007583,03365252+2315453,,2015-09-03 18:10:18,1.000,0.000,0.959,191.779,170.913,143.967,20,4,72,,,19
211018711,KTWO211018711-C04,4,STAR,6,03 44 51.238,+23 16 08.13,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4012_GO4018_GO4024_GO4032_GO4033_GO4035_GO4048_GO4086,21.870,1.370,-43.180,1.080,8.330,1.220,,,9.356,0.022,8.960,0.018,,,,,,,,,8.184,0.023,8.006,0.024,7.984,0.033,8.929,BV,17497,1799-1157-1,,567-007975,03445123+2316082,,2015-09-03 20:32:15,1.000,0.000,1.000,80.029,71.045,62.612,15,2,50,,,19
211018906,KTWO211018906-C04,4,STAR,6,03 49 32.156,+23 16 18.24,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026_GO4048,,,,,,,,,,,,,,,,,,,,,14.301,0.027,13.767,0.034,13.440,0.038,16.562,JHK,,,,,03493215+2316182,,2015-09-03 18:15:52,1.000,0.000,0.790,2001.581,1674.436,1279.811,15,1,49,,,19
211019565,KTWO211019565-C04,4,STAR,6,03 51 15.818,+23 16 56.19,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060,23.400,2.600,-44.500,2.800,,,,,16.417,0.090,14.877,0.030,15.743,0.047,14.304,0.010,13.482,0.050,,,11.737,0.021,11.020,0.028,10.852,0.024,14.160,gri,,,,567-008326,03511581+2316562,,2015-09-03 20:23:37,1.000,0.000,0.925,1032.372,959.412,869.812,15,1,49,,,19
211020101,KTWO211020101-C04,4,STAR,6,03 49 39.392,+23 17 24.43,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4086_GO4091_GO4104,18.500,1.300,-45.200,1.400,,,,,11.885,0.162,11.127,0.112,11.431,0.050,10.919,0.020,10.682,0.040,,,9.693,0.020,9.364,0.024,9.256,0.020,10.907,gri,,1800-496-1,,567-008231,03493939+2317244,,2015-09-03 20:32:04,1.000,0.000,1.000,118.239,112.750,110.567,15,1,49,,,19
211020371,KTWO211020371-C04,4,STAR,6,03 51 51.124,+23 17 41.20,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4032_GO4048_GO4060_GO4097,30.400,4.500,-20.900,4.700,,,,,16.804,0.090,15.765,0.059,16.209,0.060,15.268,0.010,14.389,0.010,,,12.615,0.026,11.978,0.025,11.720,0.023,14.935,gri,,,,567-008371,03515114+2317414,,2015-09-03 18:22:58,0.642,0.358,0.848,1525.711,1419.118,1345.935,15,1,49,,,19
211020742,KTWO211020742-C04,4,STAR,6,03 48 28.030,+23 18 02.73,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091_GO4106,19.500,2.000,-48.400,2.600,,,,,13.718,0.080,12.764,0.060,13.195,0.100,12.338,0.020,11.919,0.060,,,10.515,0.024,9.964,0.027,9.836,0.017,12.302,gri,,,,567-008163,03482802+2318027,,2015-09-03 18:44:40,1.000,0.000,0.976,612.077,501.531,460.253,15,1,49,,,21
211020988,KTWO211020988-C04,4,STAR,6,03 50 04.988,+23 18 17.57,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4048,,,,,,,,,,,,,,,,,,,,,14.287,0.028,13.667,0.035,13.415,0.036,16.583,JHK,,,,,03500498+2318175,,2015-09-03 19:24:31,1.000,0.000,0.820,2288.435,1875.507,1461.727,15,1,49,,,19
211021014,KTWO211021014-C04,4,STAR,6,03 46 32.873,+23 18 19.13,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4057_GO4060_GO4091,18.200,4.600,-45.200,4.900,,,,,16.285,0.140,14.814,0.040,15.551,0.070,14.187,0.010,13.367,0.070,,,11.662,0.020,10.986,0.023,10.811,0.016,14.022,gri,,,,567-008062,03463287+2318191,,2015-09-03 20:00:23,1.000,0.000,0.946,579.389,530.840,487.418,15,2,50,,,19
211021098,KTWO211021098-C04,4,STAR,6,03 47 32.183,+23 18 23.58,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4048_GO4097,44.200,9.000,33.300,9.000,,,,,,,,,,,,,,,,,13.406,0.023,12.804,0.026,12.563,0.026,15.608,JHK,,,,,03473218+2318235,,2015-09-03 20:30:15,0.831,0.169,0.855,1673.564,1536.857,1410.769,15,1,49,,,19
211021827,KTWO211021827-C04,4,STAR,6,03 47 55.277,+23 19 06.02,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,32.600,8.400,-36.000,7.900,,,,,,,,,,,,,,,,,12.986,0.026,12.366,0.028,12.135,0.023,15.215,JHK,,,,567-008130,03475526+2319060,,2015-09-03 18:12:10,1.000,1.000e-4,0.766,1083.878,998.362,866.312,15,1,49,,,19
211022539,KTWO211022539-C04,4,STAR,6,03 50 51.443,+23 19 45.13,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4032_GO4033_GO4048_GO4086_GO4091,,,,,,,,,12.911,0.375,11.847,0.198,13.031,0.050,12.070,0.050,11.772,0.020,,,10.632,0.020,10.108,0.022,10.015,0.020,12.149,gri,,1800-586-1,,567-008298,03505143+2319447,,2015-09-03 19:48:48,1.000,0.000,0.960,133.343,127.683,127.959,15,1,49,,,19
211023137,KTWO211023137-C04,4,STAR,6,03 48 45.421,+23 20 20.10,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091,16.200,2.900,-39.900,3.300,,,,,14.543,0.060,13.411,0.050,13.957,0.060,12.889,0.020,12.400,0.050,,,11.102,0.021,10.512,0.022,10.335,0.017,12.867,gri,,,,567-008175,03484542+2320201,,2015-09-03 18:35:14,1.000,0.000,0.940,451.496,440.337,434.777,15,1,49,,,19
211023167,KTWO211023167-C04,4,STAR,6,03 42 42.379,+23 20 21.60,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4020_GO4024_GO4032_GO4048_GO4097,15.800,6.600,-43.700,6.500,,,,,,,,,,,,,,,,,12.277,0.023,11.672,0.026,11.447,0.025,14.436,JHK,,,,567-007876,03424239+2320218,,2015-09-03 17:43:35,1.000,0.000,0.885,952.194,807.870,666.597,15,2,50,,,19
211023176,KTWO211023176-C04,4,STAR,6,03 51 57.337,+23 20 21.92,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4091,25.500,1.900,-36.900,3.300,,,,,14.309,0.040,13.088,0.010,13.772,0.050,12.632,0.040,12.234,0.010,,,10.986,0.024,10.353,0.023,10.198,0.020,12.695,gri,,,,567-008382,03515733+2320219,,2015-09-03 19:14:53,1.000,0.000,0.946,384.105,378.358,381.535,15,1,49,,,19
211023213,KTWO211023213-C04,4,STAR,6,03 46 10.042,+23 20 24.03,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4057_GO4074_GO4091_GO4104,22.000,0.900,-51.800,0.900,,,,,10.745,0.059,10.057,0.043,10.482,0.030,9.980,0.040,9.811,0.040,,,8.969,0.020,8.704,0.020,8.659,0.016,10.013,gri,,1800-1917-1,,567-008034,03461005+2320240,,2015-09-03 19:34:34,1.000,2.000e-4,1.000,147.678,145.281,132.512,15,2,50,,,21
211023311,KTWO211023311-C04,4,STAR,6,03 49 40.922,+23 20 29.67,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4012_GO4018_GO4021_GO4024_GO4033_GO4035_GO4045_GO4048_GO4086,19.600,0.900,-43.800,0.900,,,,,8.331,0.018,8.122,0.015,,,,,,,,,7.700,0.020,7.657,0.020,7.648,0.018,8.162,BV,,1800-628-1,,567-008232,03494092+2320298,,2015-09-03 17:57:43,1.000,0.000,1.000,63.053,52.069,44.617,15,1,49,,,19
211023687,KTWO211023687-C04,4,STAR,6,03 46 08.360,+23 20 51.04,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4018_GO4020_GO4024_GO4032_GO4048_GO4060_GO4064,2.600,3.700,-31.400,4.100,,,,,14.994,0.040,13.793,0.040,14.374,0.070,13.237,0.020,12.674,0.050,,,11.221,0.020,10.576,0.019,10.407,0.016,13.184,gri,,,,567-008032,03460836+2320510,,2015-09-03 19:58:20,1.000,0.000,0.955,561.182,542.950,548.817,15,2,50,,,19
211023807,KTWO211023807-C04,4,STAR,6,03 51 07.096,+23 20 57.84,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4024_GO4026_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.723,0.023,13.121,0.030,12.840,0.024,16.053,JHK,,,,,03510709+2320578,,2015-09-03 17:40:34,1.000,0.000,0.722,1510.018,1281.751,998.570,15,1,49,,,19
211024158,KTWO211024158-C04,4,STAR,6,03 44 59.471,+23 21 18.45,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4048_GO4057,,,,,,,,,,,,,,,,,,,,,14.283,0.029,13.656,0.035,13.411,0.033,16.579,JHK,,,,,03445947+2321184,,2015-09-03 17:28:06,1.000,1.000e-4,0.615,2208.598,1789.096,1415.918,15,2,50,,,19
211024494,KTWO211024494-C04,4,STAR,6,03 47 22.016,+23 21 36.69,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4048,,,,,,,,,,,,,,,,,,,,,13.546,0.024,12.974,0.027,12.734,0.028,15.644,JHK,,,,,03472201+2321366,,2015-09-03 17:49:20,1.000,0.000,0.816,2265.017,1961.951,1681.250,15,1,49,,,19
211024798,KTWO211024798-C04,4,STAR,6,03 45 12.150,+23 21 53.24,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4024_GO4032_GO4048_GO4057_GO4097,,,,,,,,,,,,,,,,,,,,,13.136,0.024,12.503,0.019,12.283,0.023,15.371,JHK,,,,,03451214+2321532,,2015-09-03 19:52:27,1.000,0.000,0.737,4895.559,4538.651,3726.432,15,2,50,,,19
211025002,KTWO211025002-C04,4,STAR,6,03 51 39.067,+23 22 04.62,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.968,0.027,13.376,0.039,13.118,0.033,16.193,JHK,,,,,03513906+2322046,,2015-09-03 19:11:47,1.000,0.000,0.790,1832.923,1561.486,1260.918,15,1,49,,,19
211025007,KTWO211025007-C04,4,STAR,6,03 42 36.270,+23 22 04.98,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4018_GO4024_GO4032_GO4048_GO4057_GO4097,20.700,6.800,-39.300,6.700,,,,,,,,,,,,,,,,,13.210,0.022,12.538,0.021,12.285,0.018,15.653,JHK,,,,567-007871,03423626+2322048,,2015-09-03 19:10:40,1.000,0.000,0.683,2470.319,2205.594,2077.632,15,2,50,,,19
211025708,KTWO211025708-C04,4,STAR,6,03 50 27.341,+23 22 45.27,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.410,0.024,12.810,0.027,12.520,0.026,15.760,JHK,,,,,03502734+2322452,,2015-09-03 18:33:22,1.000,0.000,0.835,2241.507,2070.728,1845.815,15,1,49,,,19
211025716,KTWO211025716-C04,4,STAR,6,03 44 11.202,+23 22 45.64,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4032_GO4033_GO4048_GO4057_GO4060_GO4091_GO4106,24.500,1.600,-45.100,1.700,,,,,11.951,0.124,11.598,0.132,11.878,0.070,11.232,0.030,10.958,0.040,,,9.956,0.020,9.512,0.023,9.408,0.022,11.234,gri,,1799-963-1,,567-007943,03441120+2322455,,2015-09-03 20:04:48,1.000,0.000,0.983,446.889,456.666,447.603,15,2,50,,,19
211025770,KTWO211025770-C04,4,STAR,6,03 49 32.725,+23 22 49.45,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4012_GO4018_GO4021_GO4024_GO4032_GO4033_GO4048_GO4064_GO4086,19.700,0.900,-43.600,0.800,,,,,9.543,0.027,9.116,0.023,,,,,,,,,8.258,0.021,8.097,0.024,8.036,0.023,9.074,BV,,1800-727-1,,567-008227,03493272+2322494,,2015-09-03 17:25:59,0.995,0.005,1.000,136.893,121.606,102.959,15,1,49,,,19
211025773,KTWO211025773-C04,4,STAR,6,03 49 15.611,+23 22 49.51,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.359,0.030,13.718,0.031,13.463,0.037,16.727,JHK,,,,,03491561+2322495,,2015-09-03 17:16:59,1.000,0.000,0.812,2811.584,2181.156,1625.871,15,1,49,,,19
211025779,KTWO211025779-C04,4,STAR,6,03 46 55.304,+23 22 49.60,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.210,0.025,13.618,0.038,13.301,0.033,16.613,JHK,,,,,03465530+2322495,,2015-09-03 18:11:58,1.000,0.000,0.715,1579.887,1214.269,932.610,15,1,49,,,19
211025925,KTWO211025925-C04,4,STAR,6,03 37 56.410,+23 22 56.94,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,12.976,0.025,12.341,0.023,12.068,0.022,15.377,JHK,,,,,03375641+2322569,,2015-09-03 18:22:57,1.000,0.000,0.836,1136.928,964.252,788.383,20,4,72,,,19
211026087,KTWO211026087-C04,4,STAR,6,03 41 13.808,+23 23 05.78,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4007_GO4020_GO4024_GO4032_GO4048_GO4060_GO4086,17.700,4.700,-40.500,5.000,,,,,15.510,0.080,14.130,0.050,14.877,0.060,13.528,0.020,12.908,0.050,,,11.451,0.020,10.787,0.021,10.631,0.018,13.499,gri,,,,567-007792,03411379+2323058,,2015-09-03 20:32:26,1.000,0.000,0.910,378.383,369.100,342.741,15,3,51,,,19
211026321,KTWO211026321-C04,4,STAR,6,03 44 58.952,+23 23 20.15,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4007_GO4018_GO4020_GO4024_GO4032_GO4048_GO4057_GO4060_GO4091,13.100,3.300,-33.200,3.700,,,,,15.351,0.070,14.054,0.090,14.740,0.040,13.458,0.040,12.844,0.050,,,11.300,0.020,10.675,0.023,10.486,0.020,13.413,gri,,,,567-007977,03445895+2323202,,2015-09-03 17:19:27,1.000,0.000,0.956,480.758,450.898,431.081,15,2,50,,,19
211026906,KTWO211026906-C04,4,STAR,6,04 04 37.164,+23 23 51.36,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4007_GO4011_GO4020_GO4032_GO4048,9.400,4.700,-42.600,5.000,,,,,,,,,,,,,,,,,12.093,0.023,11.580,0.025,11.358,0.020,13.936,JHK,,,,567-009220,04043717+2323515,,2015-09-03 19:28:20,1.000,0.000,0.906,476.182,405.915,330.221,9,4,28,,,19
211027306,KTWO211027306-C04,4,STAR,6,03 48 04.975,+23 24 13.85,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.895,0.043,14.236,0.059,14.023,0.055,17.191,JHK,,,,,03480497+2324138,,2015-09-03 19:13:14,1.000,4.000e-4,0.739,2571.824,2018.670,1554.222,15,1,49,,,19
211027393,KTWO211027393-C04,4,STAR,6,03 46 04.123,+23 24 19.86,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4057_GO4060_GO4091_GO4106,13.400,2.200,-37.300,2.900,,,,,13.899,0.040,12.903,0.070,13.364,0.040,12.464,0.030,12.009,0.030,,,10.540,0.020,10.014,0.021,9.836,0.017,12.416,gri,,,,568-008396,03460412+2324199,,2015-09-03 19:07:45,1.000,0.000,0.952,621.799,599.443,547.151,15,2,50,,,19
211027607,KTWO211027607-C04,4,STAR,6,03 44 58.013,+23 24 31.27,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4032_GO4048_GO4057_GO4097,,,,,,,,,,,,,,,,,,,,,13.275,0.023,12.663,0.023,12.392,0.022,15.605,JHK,,,,,03445801+2324312,,2015-09-03 18:04:33,1.000,0.000,0.786,3095.182,2829.312,2574.511,15,2,50,,,19
211027758,KTWO211027758-C04,4,STAR,6,03 49 32.563,+23 24 41.29,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.220,0.021,12.630,0.024,12.316,0.026,15.610,JHK,,,,,03493256+2324412,,2015-09-03 20:18:09,1.000,0.000,0.831,1174.868,900.835,653.698,15,1,49,,,19
211027775,KTWO211027775-C04,4,STAR,6,03 46 35.328,+23 24 42.20,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4006_GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060_GO4091,19.400,4.600,-45.800,4.700,,,,,16.278,0.060,14.909,0.110,15.636,0.060,14.219,0.010,13.446,0.050,,,11.660,0.021,10.943,0.021,10.738,0.018,14.103,gri,,,,568-008421,03463532+2324424,,2015-09-03 19:11:13,1.000,0.000,0.868,611.351,587.875,539.585,15,1,49,,,19
211027879,KTWO211027879-C04,4,STAR,6,03 48 48.780,+23 24 48.39,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4048,,,,,,,,,,,,,,,,,,,,,14.033,0.025,13.446,0.031,13.202,0.029,16.195,JHK,,,,,03484877+2324483,,2015-09-03 19:55:56,1.000,0.000,0.835,2187.148,1736.497,1355.226,15,1,49,,,19
211028209,KTWO211028209-C04,4,STAR,6,03 40 50.437,+23 25 06.48,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4086_GO4104,21.500,1.600,-43.000,1.700,,,,,11.755,0.128,11.007,0.099,11.186,0.050,10.643,0.010,10.425,0.020,,,9.531,0.021,9.192,0.023,9.123,0.018,10.653,gri,,1799-1308-1,,568-008136,03405042+2325064,,2015-09-03 17:51:42,0.999,6.000e-4,1.000,164.611,159.370,159.585,15,3,51,,,19
