Object ID 	 Date of Run 	 Number of Flares 	 Filename 	 Total Exposure Time of LC in Days 	 BJD-2454833 days 
211394534	2018-05-13 11:12:10.782517	0	hlsp_everest_k2_llc_211394534-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.61103359962
211394056	2018-05-13 11:13:21.549326	1	hlsp_k2sc_k2_llc_211394056-c05_kepler_v2_lc.fits	64.19312500000001	2306.6314727101344
211396155	2018-05-13 11:18:04.916724	0	hlsp_k2sc_k2_llc_211396155-c05_kepler_v2_lc.fits	64.72006944444445	2306.6314728828947
211391621	2018-05-13 11:21:24.127708	0	hlsp_everest_k2_llc_211391621-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.61103599731
211396422	2018-05-13 11:22:51.580914	0	hlsp_k2sc_k2_llc_211396422-c05_kepler_v2_lc.fits	64.7388888888889	2306.6314734249245
211392789	2018-05-13 11:27:28.857326	0	hlsp_k2sc_k2_llc_211392789-c05_kepler_v2_lc.fits	64.62597222222223	2306.631475772323
211394644	2018-05-13 11:30:20.648542	0	hlsp_everest_k2_llc_211394644-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110354259436
211393129	2018-05-13 11:32:22.512326	2	hlsp_k2sc_k2_llc_211393129-c05_kepler_v2_lc.fits	64.04256944444444	2306.631477664305
211394397	2018-05-13 11:37:09.666269	0	hlsp_k2sc_k2_llc_211394397-c05_kepler_v2_lc.fits	64.60715277777777	2306.631479617754
211396316	2018-05-13 11:39:23.128320	1	hlsp_everest_k2_llc_211396316-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110355595883
211396846	2018-05-13 11:41:59.704129	0	hlsp_k2sc_k2_llc_211396846-c05_kepler_v2_lc.fits	64.32486111111112	2306.631480703676
211400302	2018-05-13 11:46:47.068459	0	hlsp_k2sc_k2_llc_211400302-c05_kepler_v2_lc.fits	64.77652777777777	2306.6314492808524
211394607	2018-05-13 11:48:28.851824	0	hlsp_everest_k2_llc_211394607-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110368173395
211404773	2018-05-13 11:51:22.872363	0	hlsp_k2sc_k2_llc_211404773-c05_kepler_v2_lc.fits	64.87062500000002	2306.631449168628
211398794	2018-05-13 11:56:13.773163	0	hlsp_k2sc_k2_llc_211398794-c05_kepler_v2_lc.fits	64.88944444444445	2306.6314506377894
211394185	2018-05-13 11:57:38.545793	1	hlsp_everest_k2_llc_211394185-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110390622925
211406596	2018-05-13 12:01:00.358093	0	hlsp_k2sc_k2_llc_211406596-c05_kepler_v2_lc.fits	64.81416666666667	2306.6314495676997
211404265	2018-05-13 12:05:48.390624	0	hlsp_k2sc_k2_llc_211404265-c05_kepler_v2_lc.fits	64.55069444444445	2306.6314502294044
211396025	2018-05-13 12:06:41.660143	0	hlsp_everest_k2_llc_211396025-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110394306306
211402663	2018-05-13 12:10:41.334127	2	hlsp_k2sc_k2_llc_211402663-c05_kepler_v2_lc.fits	64.66361111111112	2306.6314523383844
211403974	2018-05-13 12:15:29.718938	0	hlsp_k2sc_k2_llc_211403974-c05_kepler_v2_lc.fits	64.7388888888889	2306.6314540441017
211394056	2018-05-13 12:15:37.525771	2	hlsp_everest_k2_llc_211394056-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110403810453
211399695	2018-05-13 12:20:17.504045	0	hlsp_k2sc_k2_llc_211399695-c05_kepler_v2_lc.fits	64.55069444444445	2306.631455066694
211396155	2018-05-13 12:24:37.456488	1	hlsp_everest_k2_llc_211396155-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110405542713
211405388	2018-05-13 12:25:08.750932	0	hlsp_k2sc_k2_llc_211405388-c05_kepler_v2_lc.fits	64.41895833333334	2306.631485875776
211399458	2018-05-13 12:29:45.236114	0	hlsp_k2sc_k2_llc_211399458-c05_kepler_v2_lc.fits	64.66361111111112	2306.631487086961
211396422	2018-05-13 12:33:48.594773	0	hlsp_everest_k2_llc_211396422-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.611041096301
211397955	2018-05-13 12:34:36.029624	0	hlsp_k2sc_k2_llc_211397955-c05_kepler_v2_lc.fits	64.85180555555556	2306.6314874669406
211400767	2018-05-13 12:39:24.245226	0	hlsp_k2sc_k2_llc_211400767-c05_kepler_v2_lc.fits	64.75770833333334	2306.631487422703
211392789	2018-05-13 12:42:56.666521	1	hlsp_everest_k2_llc_211392789-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110434423026
211409099	2018-05-13 12:44:13.760284	0	hlsp_k2sc_k2_llc_211409099-c05_kepler_v2_lc.fits	64.85180555555556	2306.6314860853236
211407572	2018-05-13 12:48:37.291053	0	hlsp_k2sc_k2_llc_211407572-c05_kepler_v2_lc.fits	64.70125000000002	2306.6314896257463
211393129	2018-05-13 12:51:43.681512	1	hlsp_everest_k2_llc_211393129-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110453338188
211415591	2018-05-13 12:53:29.898804	0	hlsp_k2sc_k2_llc_211415591-c05_kepler_v2_lc.fits	64.66361111111112	2306.6314467178527
211418092	2018-05-13 12:58:23.867274	0	hlsp_k2sc_k2_llc_211418092-c05_kepler_v2_lc.fits	64.85180555555556	2306.631447972344
211394397	2018-05-13 13:00:23.332278	0	hlsp_everest_k2_llc_211394397-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110472863365
211392354	2018-05-13 14:59:37.179199	1	hlsp_everest_k2_llc_211392354-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.6110311451193
211392234	2018-05-13 15:04:00.129185	0	hlsp_everest_k2_llc_211392234-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.61103179332
211396893	2018-05-13 15:08:29.246490	0	hlsp_everest_k2_llc_211396893-c05_kepler_v2.0_lc.fits	68.1263888888889	2306.611031042208
211392354	2018-05-14 16:23:53.883075	0	hlsp_k2sc_k2_llc_211392354-c05_kepler_v2_lc.fits	64.88944444444445	2306.631463470949
211392234	2018-05-14 16:26:35.791493	1	hlsp_k2sc_k2_llc_211392234-c05_kepler_v2_lc.fits	64.7388888888889	2306.631464119615
211396893	2018-05-14 16:29:17.680154	2	hlsp_k2sc_k2_llc_211396893-c05_kepler_v2_lc.fits	64.75770833333334	2306.631463367572
211389537	2018-05-14 16:31:59.740604	3	hlsp_k2sc_k2_llc_211389537-c05_kepler_v2_lc.fits	64.7388888888889	2306.631464961065
211396493	2018-05-14 16:34:41.087510	1	hlsp_k2sc_k2_llc_211396493-c05_kepler_v2_lc.fits	64.72006944444445	2306.631464075843
211394534	2018-05-14 16:37:22.476847	0	hlsp_k2sc_k2_llc_211394534-c05_kepler_v2_lc.fits	64.88944444444445	2306.6314659263808
211391621	2018-05-14 16:40:03.523787	0	hlsp_k2sc_k2_llc_211391621-c05_kepler_v2_lc.fits	64.88944444444445	2306.631468325002
211394644	2018-05-14 16:42:44.497920	0	hlsp_k2sc_k2_llc_211394644-c05_kepler_v2_lc.fits	64.45659722222223	2306.6314677527043
211396316	2018-05-14 16:45:25.568944	1	hlsp_k2sc_k2_llc_211396316-c05_kepler_v2_lc.fits	64.83298611111113	2306.631467886349
211394607	2018-05-14 16:48:06.936819	0	hlsp_k2sc_k2_llc_211394607-c05_kepler_v2_lc.fits	64.24958333333333	2306.6314691450316
211394185	2018-05-14 16:50:48.022086	0	hlsp_k2sc_k2_llc_211394185-c05_kepler_v2_lc.fits	64.55069444444445	2306.631471390916
211396025	2018-05-14 16:53:30.426805	0	hlsp_k2sc_k2_llc_211396025-c05_kepler_v2_lc.fits	64.5695138888889	2306.6314717587884
211394056	2018-05-14 16:56:13.646781	3	hlsp_k2sc_k2_llc_211394056-c05_kepler_v2_lc.fits	64.19312500000001	2306.6314727101344
211396155	2018-05-14 16:58:54.899418	0	hlsp_k2sc_k2_llc_211396155-c05_kepler_v2_lc.fits	64.72006944444445	2306.6314728828947
211396422	2018-05-14 17:01:35.990701	0	hlsp_k2sc_k2_llc_211396422-c05_kepler_v2_lc.fits	64.7388888888889	2306.6314734249245
211392789	2018-05-14 17:04:17.341810	1	hlsp_k2sc_k2_llc_211392789-c05_kepler_v2_lc.fits	64.62597222222223	2306.631475772323
211393129	2018-05-14 17:06:58.681714	2	hlsp_k2sc_k2_llc_211393129-c05_kepler_v2_lc.fits	64.04256944444444	2306.631477664305
211394397	2018-05-14 17:09:40.331924	1	hlsp_k2sc_k2_llc_211394397-c05_kepler_v2_lc.fits	64.60715277777777	2306.631479617754
211396846	2018-05-14 17:12:21.480512	1	hlsp_k2sc_k2_llc_211396846-c05_kepler_v2_lc.fits	64.32486111111112	2306.631480703676
211400302	2018-05-14 17:15:02.827609	0	hlsp_k2sc_k2_llc_211400302-c05_kepler_v2_lc.fits	64.77652777777777	2306.6314492808524
211404773	2018-05-14 17:17:44.108356	0	hlsp_k2sc_k2_llc_211404773-c05_kepler_v2_lc.fits	64.87062500000002	2306.631449168628
211398794	2018-05-14 17:20:25.496839	1	hlsp_k2sc_k2_llc_211398794-c05_kepler_v2_lc.fits	64.88944444444445	2306.6314506377894
211406596	2018-05-14 17:23:07.235750	0	hlsp_k2sc_k2_llc_211406596-c05_kepler_v2_lc.fits	64.81416666666667	2306.6314495676997
211404265	2018-05-14 17:25:48.451688	0	hlsp_k2sc_k2_llc_211404265-c05_kepler_v2_lc.fits	64.55069444444445	2306.6314502294044
211402663	2018-05-14 17:28:30.627059	0	hlsp_k2sc_k2_llc_211402663-c05_kepler_v2_lc.fits	64.66361111111112	2306.6314523383844
211403974	2018-05-14 17:31:12.769179	0	hlsp_k2sc_k2_llc_211403974-c05_kepler_v2_lc.fits	64.7388888888889	2306.6314540441017
211399695	2018-05-14 17:33:54.580536	0	hlsp_k2sc_k2_llc_211399695-c05_kepler_v2_lc.fits	64.55069444444445	2306.631455066694
211405388	2018-05-14 17:36:36.306876	0	hlsp_k2sc_k2_llc_211405388-c05_kepler_v2_lc.fits	64.41895833333334	2306.631485875776
211399458	2018-05-14 17:39:19.383564	1	hlsp_k2sc_k2_llc_211399458-c05_kepler_v2_lc.fits	64.66361111111112	2306.631487086961
211397955	2018-05-14 17:42:01.002715	0	hlsp_k2sc_k2_llc_211397955-c05_kepler_v2_lc.fits	64.85180555555556	2306.6314874669406
211400767	2018-05-14 17:44:42.348790	0	hlsp_k2sc_k2_llc_211400767-c05_kepler_v2_lc.fits	64.75770833333334	2306.631487422703
211409099	2018-05-14 17:47:22.931598	0	hlsp_k2sc_k2_llc_211409099-c05_kepler_v2_lc.fits	64.85180555555556	2306.6314860853236
211407572	2018-05-14 17:50:03.881175	0	hlsp_k2sc_k2_llc_211407572-c05_kepler_v2_lc.fits	64.70125000000002	2306.6314896257463
211415591	2018-05-14 17:52:44.853813	0	hlsp_k2sc_k2_llc_211415591-c05_kepler_v2_lc.fits	64.66361111111112	2306.6314467178527
211418092	2018-05-14 17:55:26.818434	1	hlsp_k2sc_k2_llc_211418092-c05_kepler_v2_lc.fits	64.85180555555556	2306.631447972344
211411894	2018-05-14 17:58:08.319644	0	hlsp_k2sc_k2_llc_211411894-c05_kepler_v2_lc.fits	64.64479166666666	2306.6314501949455
211422418	2018-05-14 18:00:49.044014	0	hlsp_k2sc_k2_llc_211422418-c05_kepler_v2_lc.fits	64.79534722222223	2306.631448515771
211423010	2018-05-14 18:05:51.415742	0	hlsp_k2sc_k2_llc_211423010-c05_kepler_v2_lc.fits	63.967291666666675	2306.6314484668765
