K2 ID,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products
integer,string,integer,substring,string,ra,dec,ustring,string,integer,datetime,datetime,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,integer,string,string,string,string,string,datetime,float,float,float,float,float,float,integer,integer,integer,float,string,integer
211931736,KTWO211931736-C05,5,STAR,7,08 39 58.068,+19 12 05.93,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5032_GO5033_GO5035_GO5048_GO5074,-36.500,1.100,-11.200,1.100,,,,,9.689,0.029,9.223,0.024,10.025,0.020,9.646,0.100,9.302,0.040,,,8.692,0.020,8.510,0.021,8.482,0.018,9.518,gri,,1395-2366-1,,547-045663,08395807+1912058,,2015-10-30 05:27:39,1.000,0.000,1.000,74.044,71.370,68.551,14,2,46,,,24
211931736,KTWO211931736-C16,16,STAR,23,08 39 58.068,+19 12 05.93,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16010_GO16021_GO16022_GO16031_GO16060,-36.500,1.100,-11.200,1.100,,,,,9.689,0.029,9.223,0.024,10.025,0.020,9.646,0.100,9.302,0.040,,,8.692,0.020,8.510,0.021,8.482,0.018,9.518,gri,,1395-2366-1,,547-045663,08395807+1912058,,2018-05-24 15:23:06,1.000,0.000,1.000,,,,8,4,24,,,24
211931872,KTWO211931872-C05,5,STAR,7,08 41 10.169,+19 12 13.33,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-34.000,5.000,-17.000,5.000,,,24.040,0.692,,,,,20.825,0.029,19.283,0.013,17.462,0.007,16.479,0.008,14.892,0.037,14.287,0.047,13.895,0.050,18.471,gri,,,5071-301-5-0110-0454,,08411016+1912133,,2015-10-30 07:13:56,0.892,0.108,0.713,2625.631,1958.293,1589.755,14,1,45,,,22
211931872,KTWO211931872-C16,16,STAR,23,08 41 10.169,+19 12 13.33,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-34.000,5.000,-17.000,5.000,,,24.040,0.692,,,,,20.825,0.029,19.283,0.013,17.462,0.007,16.479,0.008,14.892,0.037,14.287,0.047,13.895,0.050,18.471,gri,,,5071-301-5-0110-0454,,08411016+1912133,,2018-05-24 15:23:07,0.875,0.126,0.652,4572.752,3879.575,3383.065,8,4,24,,,22
211932539,KTWO211932539-C05,5,STAR,7,08 42 12.337,+19 12 48.64,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095,-39.500,2.500,-12.900,2.600,,,,,14.912,0.040,13.681,0.030,14.319,0.030,13.181,0.030,12.756,0.030,,,11.540,0.022,10.944,0.019,10.833,0.016,13.225,gri,,,,547-045773,08421233+1912488,,2015-10-30 06:23:04,1.000,0.000,0.895,192.923,176.817,152.471,14,1,45,,,22
211932539,KTWO211932539-C16,16,STAR,23,08 42 12.337,+19 12 48.64,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16021_GO16022_GO16031_GO16052_GO16060,-39.500,2.500,-12.900,2.600,,,,,14.912,0.040,13.681,0.030,14.319,0.030,13.181,0.030,12.756,0.030,,,11.540,0.022,10.944,0.019,10.833,0.016,13.225,gri,,,,547-045773,08421233+1912488,,2018-05-24 17:04:27,1.000,0.000,0.943,120.071,109.494,98.617,8,4,24,,,22
211932810,KTWO211932810-C05,5,STAR,7,08 39 46.570,+19 13 03.98,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5054_GO5060,-33.700,3.800,-9.100,4.100,,,,,16.890,0.010,15.437,0.040,16.226,0.010,14.787,0.070,13.960,0.060,,,12.345,0.022,11.680,0.021,11.506,0.020,14.640,gri,,,,547-045655,08394656+1913041,,2015-10-30 04:48:29,1.000,0.000,0.860,316.538,307.069,266.255,14,2,46,,,22
211932810,KTWO211932810-C16,16,STAR,23,08 39 46.570,+19 13 03.98,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-33.700,3.800,-9.100,4.100,,,,,16.890,0.010,15.437,0.040,16.226,0.010,14.787,0.070,13.960,0.060,,,12.345,0.022,11.680,0.021,11.506,0.020,14.640,gri,,,,547-045655,08394656+1913041,,2018-05-24 17:04:27,1.000,1.000e-4,0.893,416.435,388.843,359.168,8,4,24,,,22
211932923,KTWO211932923-C05,5,STAR,7,08 40 26.249,+19 13 09.93,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5064_GO5095_GO5106,-40.100,2.900,-10.100,1.800,,,,,13.899,0.044,12.875,0.020,13.366,0.010,12.484,0.010,12.188,0.030,,,11.088,0.022,10.583,0.021,10.461,0.020,12.541,gri,,,,547-045690,08402624+1913099,,2015-10-30 06:40:56,1.000,0.000,0.974,275.993,263.576,263.131,14,2,46,,,22
211932923,KTWO211932923-C16,16,STAR,23,08 40 26.249,+19 13 09.93,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16020_GO16021_GO16022_GO16052_GO16060,-40.100,2.900,-10.100,1.800,,,,,13.899,0.044,12.875,0.020,13.366,0.010,12.484,0.010,12.188,0.030,,,11.088,0.022,10.583,0.021,10.461,0.020,12.541,gri,,,,547-045690,08402624+1913099,,2018-05-24 17:04:48,1.000,0.000,0.967,243.375,244.844,244.369,8,4,24,,,22
211933215,KTWO211933215-C05,5,STAR,7,08 40 41.902,+19 13 25.47,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5101_GO5104,-34.100,0.700,-11.900,1.000,,,,,11.205,0.010,10.567,0.010,10.831,0.010,10.415,0.040,10.305,0.060,,,9.459,0.022,9.148,0.021,9.063,0.018,10.463,gri,,,,547-045699,08404189+1913255,,2015-10-30 09:16:23,1.000,0.000,1.000,112.580,110.281,108.689,14,2,46,,,22
211933215,KTWO211933215-C16,16,STAR,23,08 40 41.902,+19 13 25.47,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16021_GO16022_GO16031_GO16060_GO16065,-34.100,0.700,-11.900,1.000,,,,,11.205,0.010,10.567,0.010,10.831,0.010,10.415,0.040,10.305,0.060,,,9.459,0.022,9.148,0.021,9.063,0.018,10.463,gri,,,,547-045699,08404189+1913255,,2018-05-24 17:04:49,1.000,0.000,1.000,,,,8,4,24,,,22
211933636,KTWO211933636-C05,5,STAR,7,08 36 08.982,+19 13 48.07,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5095,-35.200,3.000,-10.200,3.500,,,,,,,,,,,,,,,,,12.937,0.021,12.269,0.023,12.042,0.023,15.302,JHK,,,5037-301-3-0108-0342,547-045468,08360898+1913481,,2015-10-30 08:37:16,1.000,0.000,0.797,565.822,483.572,408.806,14,2,46,,,14
211934056,KTWO211934056-C05,5,STAR,7,08 37 57.032,+19 14 10.38,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5104_GO5106,-34.900,0.900,-11.100,1.000,,,,,12.632,0.020,11.829,0.020,12.185,0.020,11.596,0.020,11.410,0.030,,,10.470,0.029,10.120,0.030,10.038,0.020,11.643,gri,,,,547-045563,08375703+1914103,,2015-10-30 07:12:18,1.000,0.000,0.985,90.319,88.652,87.948,14,2,46,,,22
211934056,KTWO211934056-C16,16,STAR,23,08 37 57.032,+19 14 10.38,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16020_GO16021_GO16022_GO16031_GO16060,-34.900,0.900,-11.100,1.000,,,,,12.632,0.020,11.829,0.020,12.185,0.020,11.596,0.020,11.410,0.030,,,10.470,0.029,10.120,0.030,10.038,0.020,11.643,gri,,,,547-045563,08375703+1914103,,2018-05-24 17:05:10,1.000,0.000,0.966,254.574,242.199,239.499,8,4,24,,,22
211934092,KTWO211934092-C05,5,STAR,7,08 45 26.640,+19 14 12.79,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,13.917,0.026,13.281,0.030,13.037,0.028,16.237,JHK,,,,,08452663+1914127,,2015-10-30 08:15:57,1.000,0.000,0.857,998.584,808.782,669.287,14,1,45,,,22
211934092,KTWO211934092-C16,16,STAR,23,08 45 26.640,+19 14 12.79,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,,,,,,,,,,,,,,,,,,,,,13.917,0.026,13.281,0.030,13.037,0.028,16.237,JHK,,,,,08452663+1914127,,2018-05-24 17:05:10,1.000,0.000,0.511,2119.771,1776.179,1516.822,8,1,21,,,22
211934172,KTWO211934172-C05,5,STAR,7,08 40 58.904,+19 14 16.74,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-36.000,5.000,-23.000,5.000,,,23.776,0.609,,,,,21.223,0.039,19.630,0.016,17.626,0.007,16.542,0.008,14.846,0.034,14.266,0.048,13.979,0.049,18.705,gri,,,5071-301-5-0110-0479,,08405890+1914167,,2015-10-30 06:11:47,0.903,0.097,0.502,5806.122,4962.854,4138.099,14,1,45,,,22
211934172,KTWO211934172-C16,16,STAR,23,08 40 58.904,+19 14 16.74,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16012_GO16018_GO16022_GO16060,-36.000,5.000,-23.000,5.000,,,23.776,0.609,,,,,21.223,0.039,19.630,0.016,17.626,0.007,16.542,0.008,14.846,0.034,14.266,0.048,13.979,0.049,18.705,gri,,,5071-301-5-0110-0479,,08405890+1914167,,2018-05-24 17:05:31,0.894,0.106,0.552,,,,8,4,24,,,22
211935509,KTWO211935509-C05,5,STAR,7,08 36 48.967,+19 15 26.47,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5096_GO5106,-36.300,1.600,-12.900,1.700,,,,,11.810,0.128,11.327,0.127,11.547,0.010,10.984,0.010,10.830,0.030,,,10.083,0.025,9.747,0.026,9.687,0.022,11.045,gri,,1395-2262-1,,547-045496,08364896+1915265,,2015-10-30 07:38:38,0.903,0.097,0.999,167.141,156.479,155.758,14,2,46,,,20
211935518,KTWO211935518-C05,5,STAR,7,08 41 54.362,+19 15 26.70,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5023_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5104,-37.000,1.400,-11.500,1.400,,,,,11.905,0.163,11.338,0.133,11.683,0.020,11.155,0.010,10.966,0.050,,,10.026,0.022,9.732,0.024,9.643,0.019,11.181,gri,,1395-2212-1,,547-045755,08415437+1915266,,2015-10-30 05:49:31,0.996,0.004,1.000,188.101,189.121,188.015,14,1,45,,,22
211935518,KTWO211935518-C16,16,STAR,23,08 41 54.362,+19 15 26.70,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16001_GO16009_GO16021_GO16022_GO16031_GO16060_GO16065_GO16071,-37.000,1.400,-11.500,1.400,,,,,11.905,0.163,11.338,0.133,11.683,0.020,11.155,0.010,10.966,0.050,,,10.026,0.022,9.732,0.024,9.643,0.019,11.181,gri,,1395-2212-1,,547-045755,08415437+1915266,,2018-05-24 15:23:27,1.000,4.000e-4,0.999,,,,8,4,24,,,22
211935558,KTWO211935558-C05,5,STAR,7,08 38 37.482,+19 15 28.66,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097,-36.000,3.000,-12.000,3.000,,,20.635,0.055,,,,,18.288,0.007,16.860,0.005,15.460,0.004,14.715,0.004,13.323,0.022,12.594,0.021,12.397,0.022,16.308,gri,,,5061-301-6-0109-0289,,08383748+1915286,,2015-10-30 06:55:37,1.000,0.000,0.699,1400.911,1211.410,1023.268,14,2,46,,,22
211935558,KTWO211935558-C16,16,STAR,23,08 38 37.482,+19 15 28.66,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-36.000,3.000,-12.000,3.000,,,20.635,0.055,,,,,18.288,0.007,16.860,0.005,15.460,0.004,14.715,0.004,13.323,0.022,12.594,0.021,12.397,0.022,16.308,gri,,,5061-301-6-0109-0289,,08383748+1915286,,2018-05-24 15:23:27,1.000,1.000e-4,0.849,1291.973,1145.694,909.024,8,4,24,,,22
211935588,KTWO211935588-C05,5,STAR,7,08 28 20.204,+19 15 30.72,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-31.000,3.000,-13.000,3.000,,,22.136,0.141,,,,,19.399,0.011,17.915,0.007,16.472,0.005,15.695,0.006,14.275,0.029,13.659,0.035,13.381,0.031,17.350,gri,,,5037-301-5-0097-0403,,08282020+1915307,,2015-10-30 09:21:30,1.000,0.000,0.730,1277.324,1013.033,796.253,19,3,67,,,14
211935711,KTWO211935711-C05,5,STAR,7,08 39 36.436,+19 15 37.83,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095_GO5101,-32.900,2.600,-9.000,3.600,,,,,15.790,0.020,14.381,0.010,15.114,0.030,13.787,0.020,13.278,0.050,,,11.809,0.020,11.182,0.021,11.010,0.018,13.829,gri,,,,547-045644,08393643+1915378,,2015-10-30 09:38:20,1.000,0.000,0.898,194.563,170.104,151.645,14,2,46,,,22
211935711,KTWO211935711-C16,16,STAR,23,08 39 36.436,+19 15 37.83,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-32.900,2.600,-9.000,3.600,,,,,15.790,0.020,14.381,0.010,15.114,0.030,13.787,0.020,13.278,0.050,,,11.809,0.020,11.182,0.021,11.010,0.018,13.829,gri,,,,547-045644,08393643+1915378,,2018-05-24 15:23:28,1.000,0.000,0.944,312.214,272.709,234.653,8,4,24,,,22
211936017,KTWO211936017-C05,5,STAR,7,08 37 36.242,+19 15 54.28,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060_GO5095,-35.800,2.400,-10.900,2.300,,,,,14.626,0.020,13.481,0.020,14.067,0.034,13.010,0.020,12.657,0.040,,,11.426,0.027,10.860,0.030,10.757,0.022,13.080,gri,,,,547-045542,08373624+1915542,,2015-10-30 08:16:08,1.000,0.000,0.955,121.598,121.390,114.719,14,2,46,,,14
211936049,KTWO211936049-C05,5,STAR,7,08 41 53.351,+19 15 55.83,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048,-32.000,4.000,-10.000,4.000,,,24.635,0.785,,,,,20.918,0.031,19.012,0.011,17.293,0.006,16.372,0.008,14.762,0.033,14.238,0.037,13.887,0.049,18.380,gri,,,5071-301-5-0111-0267,,08415335+1915558,,2015-10-30 06:19:43,0.809,0.191,0.532,3019.257,2285.771,1687.906,14,1,45,,,22
211936049,KTWO211936049-C16,16,STAR,23,08 41 53.351,+19 15 55.83,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-32.000,4.000,-10.000,4.000,,,24.635,0.785,,,,,20.918,0.031,19.012,0.011,17.293,0.006,16.372,0.008,14.762,0.033,14.238,0.037,13.887,0.049,18.380,gri,,,5071-301-5-0111-0267,,08415335+1915558,,2018-05-24 15:23:28,0.835,0.165,0.637,2603.359,2091.820,1656.080,8,4,24,,,22
211936067,KTWO211936067-C05,5,STAR,7,08 41 39.026,+19 15 56.78,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5101,-38.300,2.100,-7.700,2.300,,,,,14.177,0.020,13.089,0.010,13.641,0.033,12.674,0.020,12.346,0.050,,,11.205,0.022,10.674,0.020,10.574,0.021,12.734,gri,,,,547-045746,08413902+1915568,,2015-10-30 05:40:21,1.000,3.000e-4,0.949,227.630,209.265,202.715,14,1,45,,,22
211936067,KTWO211936067-C16,16,STAR,23,08 41 39.026,+19 15 56.78,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16020_GO16021_GO16022_GO16052_GO16060,-38.300,2.100,-7.700,2.300,,,,,14.177,0.020,13.089,0.010,13.641,0.033,12.674,0.020,12.346,0.050,,,11.205,0.022,10.674,0.020,10.574,0.021,12.734,gri,,,,547-045746,08413902+1915568,,2018-05-24 15:23:28,0.999,6.000e-4,0.974,,,,8,4,24,,,22
211936168,KTWO211936168-C05,5,STAR,7,08 41 45.492,+19 16 02.24,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5086,-36.800,1.100,-11.000,1.100,,,,,10.555,0.051,10.057,0.044,10.377,0.010,10.015,0.010,9.946,0.030,,,9.223,0.020,9.029,0.020,8.933,0.019,10.075,gri,,1395-2196-1,,547-045750,08414549+1916023,,2015-10-30 07:17:06,1.000,0.000,1.000,41.548,41.753,41.527,14,1,45,,,22
211936168,KTWO211936168-C16,16,STAR,23,08 41 45.492,+19 16 02.24,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16021_GO16022_GO16028_GO16031_GO16060,-36.800,1.100,-11.000,1.100,,,,,10.555,0.051,10.057,0.044,10.377,0.010,10.015,0.010,9.946,0.030,,,9.223,0.020,9.029,0.020,8.933,0.019,10.075,gri,,1395-2196-1,,547-045750,08414549+1916023,,2018-05-24 17:05:57,1.000,1.000e-4,1.000,,,,8,4,24,,,22
211936199,KTWO211936199-C05,5,STAR,7,08 42 12.859,+19 16 03.84,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060,-36.800,2.300,-15.100,2.900,,,,,14.672,0.020,13.453,0.010,14.104,0.010,12.967,0.030,12.526,0.050,,,11.219,0.022,10.627,0.021,10.481,0.014,12.999,gri,,,,547-045774,08421285+1916040,,2015-10-30 07:50:02,1.000,0.000,0.949,108.039,94.214,82.197,14,1,45,,,22
211936199,KTWO211936199-C16,16,STAR,23,08 42 12.859,+19 16 03.84,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16020_GO16021_GO16022_GO16031_GO16052_GO16060,-36.800,2.300,-15.100,2.900,,,,,14.672,0.020,13.453,0.010,14.104,0.010,12.967,0.030,12.526,0.050,,,11.219,0.022,10.627,0.021,10.481,0.014,12.999,gri,,,,547-045774,08421285+1916040,,2018-05-24 17:05:57,1.000,0.000,0.954,125.093,113.757,106.877,8,4,24,,,22
211936457,KTWO211936457-C05,5,STAR,7,08 43 56.658,+19 16 18.08,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048_GO5095,-32.000,5.000,-12.000,5.000,,,24.404,0.584,,,,,21.641,0.047,19.985,0.019,18.133,0.009,17.148,0.011,15.432,0.059,14.935,0.081,14.611,0.079,19.185,gri,,,5037-301-1-0119-0316,,08435665+1916180,,2015-10-30 09:29:12,0.721,0.279,0.699,8217.691,6366.159,5087.730,14,1,45,,,22
211936457,KTWO211936457-C16,16,STAR,23,08 43 56.658,+19 16 18.08,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,-32.000,5.000,-12.000,5.000,,,24.404,0.584,,,,,21.641,0.047,19.985,0.019,18.133,0.009,17.148,0.011,15.432,0.059,14.935,0.081,14.611,0.079,19.185,gri,,,5037-301-1-0119-0316,,08435665+1916180,,2018-05-24 17:05:58,0.768,0.232,0.760,,,,8,1,21,,,22
211936741,KTWO211936741-C05,5,STAR,7,08 33 17.993,+19 16 32.84,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5032_GO5048_GO5095,-35.000,3.000,-13.000,3.000,,,21.586,0.130,,,,,19.062,0.010,17.578,0.006,16.022,0.004,15.174,0.005,13.732,0.023,13.064,0.030,12.806,0.028,16.934,gri,,,5045-301-3-0115-0270,,08331799+1916328,,2015-10-30 05:43:16,1.000,0.000,0.721,2059.019,1902.805,1861.792,19,2,66,,,14
211936827,KTWO211936827-C05,5,STAR,7,08 42 11.498,+19 16 37.21,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5058_GO5060_GO5095_GO5104_GO5106,-37.600,1.300,-11.600,1.300,,,,,13.060,0.041,12.143,0.010,12.583,0.010,11.853,0.030,11.607,0.070,,,10.660,0.022,10.242,0.019,10.173,0.016,11.900,gri,,,,547-045772,08421149+1916373,,2015-10-30 05:44:33,1.000,0.000,0.963,250.907,227.377,235.042,14,1,45,,,24
211936827,KTWO211936827-C16,16,STAR,23,08 42 11.498,+19 16 37.21,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16020_GO16021_GO16022_GO16031_GO16060_GO16077_GO16902,-37.600,1.300,-11.600,1.300,,,,,13.060,0.041,12.143,0.010,12.583,0.010,11.853,0.030,11.607,0.070,,,10.660,0.022,10.242,0.019,10.173,0.016,11.900,gri,,,,547-045772,08421149+1916373,,2018-05-24 17:05:59,1.000,0.000,0.981,89.245,87.273,86.834,8,4,24,,,24
211936878,KTWO211936878-C05,5,STAR,7,08 40 02.492,+19 16 39.73,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5026_GO5048_GO5095,,,,,,,,,,,,,,,,,,,,,14.025,0.028,13.401,0.027,13.235,0.038,16.048,JHK,,,,,08400249+1916397,,2015-10-30 08:16:41,1.000,0.000,0.850,1201.703,1027.058,854.439,14,2,46,,,22
211936878,KTWO211936878-C16,16,STAR,23,08 40 02.492,+19 16 39.73,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16060,,,,,,,,,,,,,,,,,,,,,14.025,0.028,13.401,0.027,13.235,0.038,16.048,JHK,,,,,08400249+1916397,,2018-05-24 17:06:19,1.000,0.000,0.867,1150.888,986.627,860.351,8,4,24,,,22
211936906,KTWO211936906-C05,5,STAR,7,08 40 27.440,+19 16 40.94,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5101_GO5104,-32.500,0.700,-12.200,0.900,,,,,11.822,0.020,11.148,0.010,11.436,0.010,10.968,0.020,10.837,0.030,,,10.012,0.023,9.698,0.023,9.655,0.020,11.017,gri,,,,547-045692,08402743+1916409,,2015-10-30 07:51:53,0.999,0.001,1.000,189.670,176.955,181.253,14,2,46,,,22
211936906,KTWO211936906-C16,16,STAR,23,08 40 27.440,+19 16 40.94,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16009_GO16021_GO16022_GO16031_GO16060,-32.500,0.700,-12.200,0.900,,,,,11.822,0.020,11.148,0.010,11.436,0.010,10.968,0.020,10.837,0.030,,,10.012,0.023,9.698,0.023,9.655,0.020,11.017,gri,,,,547-045692,08402743+1916409,,2018-05-24 17:06:20,0.996,0.004,0.975,,,,8,4,24,,,22
211937242,KTWO211937242-C05,5,STAR,7,08 37 05.855,+19 16 58.91,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5018_GO5024_GO5026_GO5048,,,,,,,,,,,,,,,,,,,,,14.212,0.032,13.634,0.027,13.309,0.040,16.599,JHK,,,,,08370585+1916589,,2015-10-30 06:16:35,1.000,2.000e-4,0.741,2316.561,1830.085,1512.671,14,2,46,,,14
211937293,KTWO211937293-C05,5,STAR,7,08 38 55.270,+19 17 01.72,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5006_GO5018_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095,-34.100,3.600,-11.100,3.700,,,,,17.257,0.107,15.944,0.063,16.734,0.030,15.418,0.050,14.308,0.040,,,12.629,0.021,11.933,0.024,11.741,0.018,15.036,gri,,,5061-301-6-0109-0365,547-045607,08385527+1917017,,2015-10-30 05:53:34,1.000,0.000,0.664,929.912,832.146,700.467,14,2,46,,,22
211937293,KTWO211937293-C16,16,STAR,23,08 38 55.270,+19 17 01.72,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16005_GO16022_GO16031_GO16052_GO16060,-34.100,3.600,-11.100,3.700,,,,,17.257,0.107,15.944,0.063,16.734,0.030,15.418,0.050,14.308,0.040,,,12.629,0.021,11.933,0.024,11.741,0.018,15.036,gri,,,5061-301-6-0109-0365,547-045607,08385527+1917017,,2018-05-24 17:06:20,1.000,0.000,0.773,,,,8,4,24,,,22
211937468,KTWO211937468-C05,5,STAR,7,08 39 15.275,+19 17 11.48,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5032_GO5048_GO5095,-31.300,5.100,-15.300,4.900,,,,,,,,,,,,,,,,,13.043,0.022,12.386,0.021,12.208,0.023,15.218,JHK,,,5061-301-6-0110-0368,547-045628,08391526+1917114,,2015-10-30 06:49:02,1.000,0.000,0.800,574.783,506.280,419.520,14,2,46,,,22
211937468,KTWO211937468-C16,16,STAR,23,08 39 15.275,+19 17 11.48,LC,KLC,,2017-12-07 23:16:00,2018-02-25 12:25:09,GO16022_GO16031_GO16052_GO16060,-31.300,5.100,-15.300,4.900,,,,,,,,,,,,,,,,,13.043,0.022,12.386,0.021,12.208,0.023,15.218,JHK,,,5061-301-6-0110-0368,547-045628,08391526+1917114,,2018-05-24 17:06:21,1.000,0.000,0.852,,,,8,4,24,,,22
211937538,KTWO211937538-C05,5,STAR,7,08 56 01.734,+19 17 15.50,LC,KLC,,2015-04-27 02:32:54,2015-07-10 22:25:00,GO5011_GO5018_GO5024_GO5026_GO5048_GO5095,-44.000,4.000,-13.000,4.000,,,22.591,0.244,,,,,20.339,0.020,18.811,0.010,17.015,0.006,15.968,0.007,14.351,0.025,13.867,0.038,13.507,0.033,18.012,gri,,,5061-301-2-0134-0286,,08560173+1917155,,2015-10-30 08:47:36,0.923,0.077,0.671,4008.720,3319.130,2777.828,9,1,25,,,22
