EPIC,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_z,g_i,J_K,r_z,J-K
211098117,0.674381,16.6136,15.3827,14.2332,13.6577,13.3781,12.135,11.464,11.21,57.36524515,24.53154958,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,2.9559,2.3804,0.924999999999999,1.725,0.924999999999999
211098279,0.825067,17.169,15.9274,14.6739,14.0856,13.8261,12.604,11.987,11.745,57.38774115,24.53385174,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,3.0834,2.4951,0.859,1.8418,0.859
211098454,0.674359,16.9874,15.7236,14.5618,14.0172,13.7603,12.528,11.882,11.614,55.51382954,24.53689823,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,2.9702,2.4256,0.914,1.7064,0.914
211098921,0.749442,18.2775,16.971,15.5314,14.8386,14.5093,13.279,12.621,12.36,56.34038362,24.54352566,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.4389,2.7461,0.919000000000002,2.1324,0.919000000000002
211099232,0.51161,19.4346,18.1472,16.5188,15.7331,15.3631,14.043,13.427,13.138,55.92982702,24.54881614,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7015,2.9158,0.904999999999999,2.4141,0.904999999999999
211100238,0.775201,19.4035,18.1616,16.4871,15.68,15.2817,14.021,13.372,13.148,56.58905704,24.56440212,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7235,2.9164,0.873000000000001,2.4816,0.873000000000001
211100392,0.846168,14.7165,13.6098,13.041,12.682,12.4501,11.275,10.645,10.415,57.31419761,24.56708789,M1,3700,3.568,-1.44,9.69,-1.4,1.475,,0.983,1.172,0.959,2.019,4.02,0.613,0.225,0.137,,,,0.53,,,6.51,5.67,8.25,0.41,,0.496,M1V,V  ,2.72,1.33,0.78,0.46,1.2,0.67,0.25,6.04,76.3762615801693,0.0992,0.175,1.96714583835023E+030,1.18667344608522E+030,6.33412028648301E+029,4.78172902761347E+029,2.0345,1.6755,0.860000000000001,0.9278,0.860000000000001
211100398,0.770773,13.218,12.72,12.305,12.048,11.92,10.793,10.236,10.113,56.52719663,24.56723707,K7,4070,3.61,-0.95,8.15,-0.98,1.308,1.506,0.688,1.221,0.806,1.529,3.33,0.617,0.162,0.057,,,,0.65,,,5.6,4.82,7.18,,,0.654,K7V,V  ,2.56,1.34,0.54,0.3,1.01,0.6,0.11,5.77,117.898261223964,0.1308,0.155,6.0208492163939E+030,1.39421973031719E+031,2.15567974298138E+030,4.97597982944915E+030,1.17,0.913,0.68,0.672000000000001,0.68
211100565,0.452644,10.899,10.496,10.319,10.225,10.192,9.274,8.994,8.923,56.59446986,24.57001637,G9,5340,3.728,-0.21,5.55,-0.25,0.777,0.894,0.267,0.358,0.423,0.82,1.861,0.365,0.087,0.029,-0.06,-0.038,-0.018,0.9,,,4.14,3.69,5.34,,,0.876,G9V,,,,,,,,,,108.166538262309,0.1752,0.095,4.47370246437713E+031,9.6456438969968E+032,1.29858019005806E+031,2.10994200570761E+032,0.674000000000001,0.58,0.350999999999999,0.270999999999999,0.350999999999999
211100748,0.672868,16.1871,14.966,13.9039,13.3811,13.1767,11.798,11.227,10.993,55.92567159,24.57303028,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.806,2.2832,0.805,1.5849,0.805
211100894,0.747332,16.8325,15.6132,14.404,13.838,13.5659,12.309,11.686,11.451,56.31945693,24.57550166,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.9945,2.4285,0.857999999999999,1.7752,0.857999999999999
211100931,0.66207,13.7659,12.725,12.265,11.977,11.819,10.635,9.991,9.831,58.71906374,24.57606281,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.7889,1.5009,0.804,0.747999999999999,0.804
211101098,0.860884,19.1358,17.8892,16.2678,15.4923,15.1317,13.8,13.196,12.969,57.08979561,24.57860501,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6435,2.868,0.831000000000001,2.3969,0.831000000000001
211101218,0.702727,21.149,19.8369,17.7222,16.7532,16.2628,14.829,14.223,13.895,58.50165401,24.58038915,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.3958,3.4268,0.934000000000001,3.0837,0.934000000000001
211101564,0.691852,14.4925,13.455,13.331,12.949,12.4539,11.465,10.734,10.587,56.30003454,24.58600442,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.5435,1.1615,0.878,0.505999999999998,0.878
211101696,0.697756,18.5032,17.221,15.6663,14.9769,14.6354,13.36,12.657,12.443,56.0794914,24.58827822,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.5263,2.8369,0.917,2.2441,0.917
211101750,0.637441,17.7769,16.532,15.1615,14.5285,14.2196,12.931,12.321,12.118,56.0400745,24.58939196,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.2484,2.6154,0.812999999999999,2.0035,0.812999999999999
211101996,0.822041,20.1447,18.8315,17.0641,16.2447,15.837,14.489,13.918,13.547,56.99744351,24.59349908,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.9,3.0806,0.942,2.5868,0.942
211102300,0.691668,20.617,19.276,17.3196,16.4263,15.9856,14.609,13.976,13.77,58.66312182,24.59834874,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,4.1907,3.2974,0.839000000000002,2.8497,0.839000000000002
211102393,0.75559,15.8385,14.5927,13.7343,13.3089,13.0765,11.913,11.215,11.022,56.70511565,24.59984214,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.5296,2.1042,0.891,1.2838,0.891
211102725,0.742157,18.6964,17.4222,15.9291,15.2435,14.9146,13.652,13.044,12.764,56.59602962,24.60486677,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.4529,2.7673,0.888,2.1787,0.888
211103033,0.864039,18.3066,17.0328,15.5268,14.8178,14.4791,13.231,12.598,12.386,57.16854049,24.60931106,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.4888,2.7798,0.845,2.215,0.845
211103222,0.772948,16.7813,15.559,14.392,13.8477,13.5901,12.344,11.7,11.494,56.52357713,24.61217516,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,2.9336,2.3893,0.849999999999998,1.7113,0.849999999999998
211103322,0.744217,19.4994,18.2206,16.4921,15.6875,15.2796,13.922,13.382,13.048,56.52380684,24.61369953,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.8119,3.0073,0.874000000000001,2.5331,0.874000000000001
211103863,0.809438,12.182,11.557,11.291,11.147,11.079,10.062,9.629,9.545,56.54910979,24.62213607,K2,5040,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.427,0.098,0.031,-0.068,-0.037,-0.009,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643174,0.1526,0.115,2.59084300171815E+031,2.78183408668796E+032,9.29518217182366E+030,7.36622115406896E+031,1.035,0.891000000000002,0.516999999999999,0.41,0.516999999999999
211103923,0.862414,21.1346,19.8401,17.7999,16.8654,16.3634,14.979,14.4,14.119,57.18629372,24.62304537,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,4.2692,3.3347,0.859999999999998,2.9747,0.859999999999998
211103969,0.749704,19.5102,18.2864,16.5781,15.7625,15.37,14.078,13.465,13.172,57.18903857,24.62384251,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7477,2.9321,0.905999999999999,2.5239,0.905999999999999
211104176,0.08619,10.034,9.689,9.564,9.519,9.51,8.624,8.337,8.294,56.41737389,24.62723925,G3,5720,3.757,-0.12,4.86,-0.01,0.661,0.739,0.217,0.152,0.368,0.722,1.59,0.299,0.074,0.028,-0.05,-0.04,-0.014,1,,,3.64,3.27,4.74,,,1.01,G3V,,,,,,,,,,45.0924975244228,0.202,0.14,8.08441272534929E+031,3.84E+033,1.88606716785018E+031,1.2378697459936E+033,0.514999999999999,0.469999999999999,0.33,0.17,0.33
211104535,0.815105,19.0093,17.7031,15.9944,15.19,14.7819,13.461,12.848,12.592,56.94137511,24.63354222,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.8193,3.0149,0.869,2.5131,0.869
211104722,0.158298,10.703,10.5367,,10.0723,10.067,9.246,9.028,8.949,57.2988621,24.63659949,G2,5770,3.761,-0.11,4.79,0.01,0.65,0.724,0.212,0.133,0.363,0.713,1.564,0.293,0.073,0.028,-0.05,-0.04,-0.016,1.02,9.8,,3.57,3.2,4.68,,,1.01,G2V,V  ,1.37,0.45,0.16,0.04,0.84,0.35,0,3.45,81.8535277166335,0.202,0.14,8.35456595670459E+031,4.40890990654804E+033,2.16922132068013E+031,1.42126463180398E+033,0.630699999999999,,0.297000000000001,0.4644,0.297000000000001
211105653,0.59048,17.3235,16.071,14.5969,13.8895,13.5583,12.248,11.584,11.4,56.40308886,24.65169521,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.434,2.7266,0.847999999999999,2.1815,0.847999999999999
211105839,0.683394,16.6356,15.3508,14.2305,13.7055,13.4478,12.178,11.536,11.28,55.80452983,24.65526195,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,2.9301,2.4051,0.898000000000001,1.6453,0.898000000000001
211105906,0.710385,19.8282,18.5659,16.8387,16.0207,15.6401,14.314,13.777,13.446,55.87463117,24.65641616,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8075,2.9895,0.868,2.5452,0.868
211106344,0.600851,,14.2781,14.3214,13.0224,12.7878,9.797,9.207,9.072,58.009404,24.66307481,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,,,0.725000000000001,1.2557,0.725000000000001
211106429,0.677747,15.2377,14.0285,13.321,12.987,12.8016,11.586,10.923,10.711,55.5898482,24.66448777,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.175,1.56655758642313E+030,8.40100463596628E+029,5.09650323030015E+029,3.38520490716622E+029,2.2507,1.9167,0.875,1.0415,0.875
211106535,0.788677,17.7254,16.5043,15.1101,14.4767,14.1657,12.933,12.305,12.082,57.99722212,24.66619814,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.2487,2.6153,0.850999999999999,2.0276,0.850999999999999
211106636,0.716344,17.4501,16.2142,14.9166,14.3129,14.0312,12.804,12.161,11.921,57.9951403,24.66774185,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.1372,2.5335,0.883000000000001,1.9013,0.883000000000001
211106743,0.806936,12.097,11.538,11.354,11.279,11.227,10.275,9.808,9.727,55.76239931,24.66957718,K0,5280,3.723,-0.22,5.76,-0.33,0.816,0.944,0.286,0.436,0.443,0.853,1.953,0.387,0.091,0.03,-0.063,-0.037,-0.015,0.87,,,4.29,3.81,5.54,,,0.817,K0V,V  ,1.68,0.62,0.22,0.07,0.84,0.47,0.07,4.17,86.2167810404875,0.1634,0.1,3.70144363449322E+031,6.08598985905068E+032,1.01224517158668E+031,1.4013509525563E+032,0.818,0.743,0.548,0.258999999999999,0.548
211106969,0.802614,15.8715,14.6225,13.7499,13.1787,12.8171,11.489,10.89,10.624,56.54130289,24.67341466,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.6928,2.1216,0.865,1.4438,0.865
211107114,0.761184,18.8336,17.5722,15.964,15.2121,14.8629,13.557,13.048,12.712,56.53633061,24.6757389,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6215,2.8696,0.845,2.3601,0.845
211107116,0.737202,18.7844,17.5452,16.023,15.3263,14.9821,13.748,13.118,12.881,56.86849795,24.67573814,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.4581,2.7614,0.867000000000001,2.2189,0.867000000000001
211107439,0.622908,17.3397,16.0998,14.7351,14.1039,13.7922,12.54,11.926,11.625,56.10672169,24.6811821,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.2358,2.6046,0.914999999999999,1.9959,0.914999999999999
211107496,0.660755,20.2466,18.8926,16.9078,15.9702,15.5059,14.111,13.538,13.163,56.51241446,24.68200403,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.2764,3.3388,0.948,2.9224,0.948
211107623,0.75442,13.432,12.607,12.241,12.027,11.909,10.807,10.244,10.128,56.89041283,24.68401061,K6,4230,3.626,-0.81,7.8,-0.9,1.24,1.439,0.617,1.184,0.759,1.42,3.143,0.601,0.148,0.049,,,,0.68,,,5.41,4.66,6.99,,,0.661,K6V,,,,,,,,,,170.098010961237,0.1322,0.155,7.61337880867804E+030,2.15939068873094E+031,3.14343252384979E+030,7.70688025522413E+030,1.405,1.191,0.679,0.58,0.679
211107734,0.804699,17.0721,15.8527,14.6222,14.0683,13.7944,12.559,11.939,11.691,56.57481265,24.68581162,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,3.0038,2.4499,0.867999999999999,1.7844,0.867999999999999
211108136,0.776121,16.9426,15.7436,14.4529,13.837,13.5385,12.269,11.635,11.421,55.79069658,24.69233043,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.1056,2.4897,0.848000000000001,1.9066,0.848000000000001
211108263,0.807133,20.0705,18.7887,16.965,16.1418,15.7388,14.426,13.869,13.534,57.33862021,24.69454478,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.9287,3.1055,0.891999999999998,2.6469,0.891999999999998
211109330,0.692839,19.4726,18.1605,16.3216,15.4788,15.0587,13.702,13.074,12.758,58.60439753,24.71197839,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.9938,3.151,0.944000000000001,2.6817,0.944000000000001
211110500,0.757201,13.8401,12.987,12.545,12.276,12.0333,10.952,10.321,10.159,56.9990015,24.73110284,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.5641,1.2951,0.792999999999999,0.711,0.792999999999999
211110672,0.683853,18.4733,17.1364,15.6235,14.9026,14.5515,13.22,12.603,12.349,60.48278837,24.73388822,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.5707,2.8498,0.871,2.2338,0.871
211111400,0.630474,17.74,16.4907,14.9382,14.2289,13.8709,12.54,11.931,11.674,55.80057809,24.7457666,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.5111,2.8018,0.866,2.2618,0.866
