EPIC,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_z,g_i,J_K,r_z,J-K
210911601,0.899028,18.8501,17.5656,15.8297,15.0293,14.623,13.33,12.718,12.423,56.22035639,21.57103254,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8208,3.0204,0.907,2.5363,0.907
210912544,0.860267,18.1208,16.8378,15.3799,14.6939,14.3756,13.146,12.542,12.255,60.3586136,21.58561343,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.4269,2.7409,0.891,2.1439,0.891
210915466,0.857632,19.0663,17.7852,16.0728,15.2629,14.8683,13.542,12.982,12.658,57.34388937,21.63211645,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8034,2.9935,0.884,2.5223,0.884
210917754,0.368994,11.685,11.201,10.991,10.883,10.845,9.903,9.568,9.452,57.92546184,21.6682766,K2,5040,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.427,0.098,0.031,-0.068,-0.037,-0.009,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643174,0.1526,0.115,2.59084300171815E+031,2.78183408668796E+032,9.29518217182366E+030,7.36622115406896E+031,0.802000000000001,0.694000000000001,0.451000000000001,0.318,0.451000000000001
210919084,0.374547,17.6589,16.3895,15.0141,14.3808,14.0812,12.852,12.198,11.957,58.19031965,21.68870465,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.2781,2.6448,0.895,2.0087,0.895
210920066,0.061239,10.399,10.067,9.923,9.835,9.786,8.902,8.694,8.586,56.291157,21.704592,K1,5170,3.713,-0.26,5.89,-0.36,0.847,0.976,0.301,0.491,0.457,0.879,2.021,0.402,0.094,0.03,-0.064,-0.038,-0.013,0.85,,,4.47,3.97,5.65,,,0.814,K1V,,,,,,,,,,120.138808604805,0.1628,0.1,3.18962810140597E+031,4.72423207991954E+032,9.77921386347374E+030,1.0877946363067E+032,0.564,0.476000000000001,0.316000000000002,0.231999999999999,0.316000000000002
210920246,0.720836,15.4059,14.1805,13.376,12.9882,12.7971,11.565,10.867,10.656,58.20296218,21.70761244,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.175,1.56655758642313E+030,8.40100463596628E+029,5.09650323030015E+029,3.38520490716622E+029,2.4177,2.0299,0.908999999999999,1.1923,0.908999999999999
210922592,0.821349,12.892,12.156,11.85,11.682,11.588,10.53,10.013,9.895,56.8924728,21.74662603,K4,4620,3.665,-0.55,7.04,-0.71,1.1,1.306,0.477,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009,0.73,,,4.98,4.31,6.48,,,0.689,K4V,V  ,2.21,1,0.38,0.16,1.01,0.59,0.1,5.21,209.999999999145,0.1378,0.16,1.33939870130414E+031,6.98765129706233E+031,5.70097755537019E+030,2.574345873865E+031,1.21,1.042,0.635,0.473999999999998,0.635
210922602,0.809279,19.5094,18.2144,16.3701,15.5077,15.0871,13.774,13.158,12.822,56.44565031,21.7468519,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.0017,3.1393,0.952,2.7067,0.952
210923443,0.709659,19.9251,18.6133,16.8312,15.9902,15.5799,14.231,13.613,13.292,58.01832125,21.76072239,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.9349,3.0939,0.939,2.6231,0.939
210924735,0.600366,12.347,11.612,11.307,11.137,11.043,9.991,9.468,9.349,58.22078256,21.78172877,K4,4620,3.665,-0.55,7.04,-0.71,1.1,1.306,0.477,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009,0.73,,,4.98,4.31,6.48,,,0.689,K4V,V  ,2.21,1,0.38,0.16,1.01,0.59,0.1,5.21,209.999999999145,0.1378,0.16,1.33939870130414E+031,6.98765129706233E+031,5.70097755537019E+030,2.574345873865E+031,1.21,1.04,0.641999999999999,0.475,0.641999999999999
210926194,0.800914,19.0899,17.7846,16.0682,15.2657,14.8635,13.544,12.953,12.624,59.86222353,21.80506999,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8242,3.0217,0.92,2.5189,0.92
210927253,0.78546,18.3989,17.0851,15.6103,14.8701,14.5415,13.22,12.633,12.344,57.96491782,21.82122788,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.5288,2.7886,0.876000000000001,2.215,0.876000000000001
210927331,0.790291,17.8291,16.5574,15.1572,14.4801,14.1831,12.918,12.304,12.037,57.9663282,21.82258299,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.349,2.6719,0.880999999999998,2.0773,0.880999999999998
210931244,0.677746,16.262,15.0026,13.9847,13.511,13.2584,12.061,11.369,11.178,58.6450518,21.88372853,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.751,2.2773,0.882999999999999,1.4916,0.882999999999999
210932705,0.667772,17.2611,16.0171,14.7818,14.2107,13.9321,12.718,12.022,11.774,59.91602777,21.90759089,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,3.0504,2.4793,0.944000000000001,1.8064,0.944000000000001
210933044,0.948444,19.7992,18.5223,16.7766,15.9662,15.5579,14.232,13.595,13.366,57.26242532,21.91287447,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.833,3.0226,0.866,2.5561,0.866
210934634,0.844193,20.9885,19.5683,17.5628,16.6391,16.1375,14.767,14.072,13.762,57.42386118,21.93854773,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.3494,3.4257,1.005,2.9292,1.005
210939348,0.716454,16.4302,15.173,14.1918,13.7388,13.494,12.29,11.621,11.39,58.07696376,22.0147244,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.6914,2.2384,0.899999999999999,1.4342,0.899999999999999
210939705,0.794941,19.3391,18.0693,16.4341,15.6759,15.3023,13.976,13.453,13.122,58.02784615,22.02054045,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6632,2.905,0.854000000000001,2.3934,0.854000000000001
210940129,0.823229,19.6923,18.4365,16.5742,15.6887,15.2496,13.87,13.284,12.919,54.18389544,22.02733721,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.0036,3.1181,0.950999999999999,2.7478,0.950999999999999
210940618,0.682428,15.8012,14.471,13.614,13.2393,12.986,11.761,11.035,10.833,61.7335261,22.03446645,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.5619,2.1872,0.927999999999999,1.2317,0.927999999999999
210940839,0.947547,18.59,17.3497,15.7874,15.0592,14.7067,13.427,12.824,12.521,60.04296322,22.03795935,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.5308,2.8026,0.905999999999999,2.2905,0.905999999999999
210941338,0.836346,18.7724,17.4631,15.8718,15.1247,14.7855,13.439,12.816,12.529,61.14502237,22.04608482,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6477,2.9006,0.909999999999998,2.3384,0.909999999999998
210942652,0.837877,18.5424,17.2933,15.7784,15.0652,14.7239,13.446,12.86,12.612,57.07347077,22.06682649,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.4772,2.764,0.834,2.2281,0.834
210942842,0.612003,,,12.4885,13.4054,12.9476,10.173,9.705,9.533,57.19398063,22.07009036,K9,3940,3.595,-1.1,8.69,-1.18,1.382,1.593,0.791,1.21,0.866,1.699,3.584,0.625,0.184,0.101,,,,0.61,,,5.92,5.11,7.59,,,0.552,K9V,,,,,,,,,,65.0640709836479,0.1104,0.13,3.44583313604648E+030,5.42414417135138E+030,1.00909876981435E+030,1.62364195645655E+030,,,0.640000000000001,,0.640000000000001
210943453,0.592836,16.7641,15.5493,14.4195,13.8628,13.6137,12.403,11.798,11.566,53.72900882,22.07946541,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,2.9013,2.3446,0.837,1.6865,0.837
210944157,0.837286,19.1519,17.8353,16.239,15.4737,15.1012,13.773,13.192,12.912,59.99945995,22.09138075,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6782,2.9129,0.860999999999999,2.3616,0.860999999999999
210945565,0.850607,22.1077,20.6327,18.3719,17.3474,16.7906,15.315,14.764,14.319,56.99190073,22.1140094,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.7603,3.7358,0.995999999999999,3.2853,0.995999999999999
210946466,0.606771,17.3465,16.1048,14.86,14.2761,13.9878,12.767,12.122,11.893,54.93416995,22.12922001,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.0704,2.4865,0.873999999999999,1.8287,0.873999999999999
210946764,0.221486,11.814,11.277,11.043,10.918,10.869,9.897,9.522,9.425,53.27429591,22.13419659,K2,5040,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.427,0.098,0.031,-0.068,-0.037,-0.009,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643174,0.1526,0.115,2.59084300171815E+031,2.78183408668796E+032,9.29518217182366E+030,7.36622115406896E+031,0.896000000000001,0.771000000000001,0.472,0.359000000000002,0.472
210947280,0.880437,21.2919,19.9882,17.8347,16.8251,16.3209,14.884,14.253,13.9,59.45575739,22.14180808,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.4668,3.4572,0.984,3.1631,0.984
210947594,0.799849,18.0012,16.6962,15.277,14.6117,14.3119,13.042,12.364,12.118,57.633185,22.14639637,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.622799420003,0.0738,0.145,6.4844888093294E+029,1.42669527973314E+029,2.81658297729002E+029,4.76337656086982E+028,3.3895,2.7242,0.924,2.0845,0.924
210947895,0.733776,14.4703,13.187,12.642,12.284,12.0692,10.869,10.218,10.022,57.39955902,22.15124332,M1.5,3650,3.562,-1.57,9.97,-1.47,1.486,,1.03,1.17,0.978,2.089,4.12,0.607,0.228,0.105,,,,0.5,,,6.69,5.85,8.4,0.47,,0.46,M1.5V,,,,,,,,,,76.3762615801622,0.092,0.175,1.56655758642313E+030,8.40100463596628E+029,5.09650323030015E+029,3.38520490716622E+029,2.1863,1.8283,0.847000000000001,0.903,0.847000000000001
210948982,0.883198,18.1752,16.9194,15.4227,14.7193,14.4013,13.112,12.524,12.237,60.45493004,22.16795926,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.4559,2.7525,0.875,2.2001,0.875
210949534,0.802908,14.0927,13.17,12.637,12.284,12.0699,10.892,10.289,10.103,57.29693438,22.1765672,K9,3940,3.595,-1.1,8.69,-1.18,1.382,1.593,0.791,1.21,0.866,1.699,3.584,0.625,0.184,0.101,,,,0.61,,,5.92,5.11,7.59,,,0.552,K9V,,,,,,,,,,65.0640709836479,0.1104,0.13,3.44583313604648E+030,5.42414417135138E+030,1.00909876981435E+030,1.62364195645655E+030,1.8087,1.4557,0.789,0.885999999999999,0.789
210949562,0.945456,19.4915,18.2281,16.5452,15.7771,15.398,14.057,13.474,13.125,60.29743444,22.1770882,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.7144,2.9463,0.932,2.451,0.932
210949721,0.675052,17.6647,16.3795,15.0661,14.4734,14.1749,12.948,12.242,11.994,57.45189063,22.17998933,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,3.1913,2.5986,0.953999999999999,1.9061,0.953999999999999
210950265,0.695104,15.0478,13.8591,13.201,12.866,12.6609,11.462,10.786,10.585,57.59553507,22.18814704,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,2.1818,1.8468,0.876999999999999,0.9931,0.876999999999999
210951703,0.697505,14.5895,13.468,13.003,12.71,12.6003,11.383,10.785,10.602,57.10636789,22.21140714,K9,3940,3.595,-1.1,8.69,-1.18,1.382,1.593,0.791,1.21,0.866,1.699,3.584,0.625,0.184,0.101,,,,0.61,,,5.92,5.11,7.59,,,0.552,K9V,,,,,,,,,,65.0640709836479,0.1104,0.13,3.44583313604648E+030,5.42414417135138E+030,1.00909876981435E+030,1.62364195645655E+030,1.8795,1.5865,0.780999999999999,0.757999999999999,0.780999999999999
210956678,0.896847,19.6921,18.3989,16.5785,15.7271,15.2941,13.956,13.363,13.072,54.42236446,22.28849289,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.965,3.1136,0.884,2.6718,0.884
210957162,0.743018,20.7418,19.3306,17.4146,16.5266,16.0762,14.739,14.147,13.789,55.7771723,22.29690239,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.2152,3.3272,0.950000000000001,2.804,0.950000000000001
210957703,0.985559,19.0793,17.6631,15.9389,15.1277,14.7206,13.367,12.719,12.412,61.30722407,22.30493657,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,3.9516,3.1404,0.955,2.5354,0.955
210958195,0.799852,19.8874,18.5912,16.8177,16.0002,15.5954,14.213,13.576,13.324,57.3565297,22.312226,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8872,3.0697,0.888999999999998,2.591,0.888999999999998
210963935,0.658661,15.268,14.0511,13.345,12.9785,12.7935,11.608,10.909,10.732,57.76637456,22.40458664,M1,3700,3.568,-1.44,9.69,-1.4,1.475,,0.983,1.172,0.959,2.019,4.02,0.613,0.225,0.137,,,,0.53,,,6.51,5.67,8.25,0.41,,0.496,M1V,V  ,2.72,1.33,0.78,0.46,1.2,0.67,0.25,6.04,76.3762615801693,0.0992,0.175,1.96714583835023E+030,1.18667344608522E+030,6.33412028648301E+029,4.78172902761347E+029,2.2895,1.923,0.876000000000001,1.0726,0.876000000000001
210964488,0.778436,19.6778,18.392,16.6702,15.8693,15.4785,14.152,13.571,13.271,53.94344397,22.41372971,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.8085,3.0076,0.880999999999998,2.5227,0.880999999999998
210964780,0.906097,12.824,11.968,11.585,11.354,11.229,10.113,9.554,9.406,58.47005111,22.41828167,K8,4000,3.602,-1.03,8.47,-1.1,1.356,1.562,0.751,1.216,0.843,1.632,3.487,0.623,0.176,0.081,,,,0.63,,,5.78,4.98,7.44,,,0.587,K8V,,,,,,,,,,65.0640709836545,0.1174,0.13,4.38882416325717E+030,7.6618072894805E+030,1.27393506398322E+030,2.29345522251962E+030,1.47,1.239,0.706999999999999,0.613999999999999,0.706999999999999
210965155,0.714945,14.5516,13.4327,13.09,12.807,12.4916,11.453,10.744,10.587,55.74905263,22.42408025,M0,3870,3.588,-1.16,8.91,-1.2,1.408,1.623,0.832,1.204,0.889,1.766,3.68,0.626,0.193,0.122,,,,0.6,,,6.04,5.22,7.75,0.33,,0.559,M0V,V  ,2.65,1.31,0.64,0.38,1.29,0.68,0.15,5.72,69.9999999973643,0.1118,0.08,3.32783719318324E+030,3.75259092847031E+030,1.00876427607227E+030,6.91252794560035E+029,1.7446,1.4616,0.866,0.6257,0.866
210965709,0.845627,19.0637,17.7124,15.9233,15.0757,14.6602,13.324,12.649,12.34,59.38341517,22.43318595,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.988,3.1404,0.984000000000002,2.6367,0.984000000000002
210965731,0.554586,16.9421,15.671,14.512,13.9638,13.6935,12.449,11.835,11.574,58.23741095,22.43356325,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.9783,2.4301,0.875,1.7072,0.875
